Date,Open,High,Low,Close,Adj Close,Volume
2022-04-20,446.920013,447.570007,443.480011,444.709991,432.398132,65224400
2022-04-21,448.540009,450.010010,437.100006,438.059998,425.932220,85417300
2022-04-22,436.910004,438.079987,425.440002,426.040009,414.244995,132471800
2022-04-25,423.670013,428.690002,418.839996,428.510010,416.646606,119647700
2022-04-26,425.829987,426.040009,416.070007,416.100006,404.580231,103996300
2022-04-27,417.239990,422.920013,415.010010,417.269989,405.717804,122030000
2022-04-28,422.290009,429.640015,417.600006,427.809998,415.966003,105449100
2022-04-29,423.589996,425.869995,411.209991,412.000000,400.593689,145491100
2022-05-02,412.070007,415.920013,405.019989,414.480011,403.005005,158312500
2022-05-03,415.010010,418.929993,413.359985,416.380005,404.852478,100028200
2022-05-04,417.079987,429.660004,413.709991,429.059998,417.181366,144247900
2022-05-05,424.549988,425.000000,409.440002,413.809998,402.353546,172929100
2022-05-06,411.100006,414.799988,405.730011,411.339996,399.951965,151770800
2022-05-09,405.100006,406.410004,396.500000,398.170013,387.146637,155586100
2022-05-10,404.489990,406.079987,394.820007,399.089996,388.041107,132497200
2022-05-11,398.070007,404.040009,391.959991,392.750000,381.876678,142361000
2022-05-12,389.369995,395.799988,385.149994,392.339996,381.477997,125090800
2022-05-13,396.709991,403.179993,395.609985,401.720001,390.598297,104174400
2022-05-16,399.980011,403.970001,397.600006,400.089996,389.013458,78622400
2022-05-17,406.529999,408.570007,402.579987,408.320007,397.015625,83029700
2022-05-18,403.500000,403.799988,390.549988,391.859985,381.011261,117674500
2022-05-19,388.619995,394.140015,387.109985,389.459991,378.677734,98510700
2022-05-20,393.250000,397.029999,380.540009,389.630005,378.843048,131432200
2022-05-23,392.829987,397.730011,390.380005,396.920013,385.931183,76414900
2022-05-24,392.559998,395.149994,386.959991,393.890015,382.985107,91448800
2022-05-25,392.309998,399.450012,391.890015,397.369995,386.368774,91472900
2022-05-26,398.670013,407.040009,398.450012,405.309998,394.088898,82168300
2022-05-27,407.910004,415.380005,407.700012,415.260010,403.763458,84768700
2022-05-31,413.549988,416.459991,410.029999,412.929993,401.497955,95937000
2022-06-01,415.170013,416.239990,406.929993,409.589996,398.250458,86585800
2022-06-02,409.420013,417.440002,407.040009,417.390015,405.834473,79609600
2022-06-03,412.399994,414.040009,409.510010,410.540009,399.174103,71874300
2022-06-06,414.779999,416.609985,410.549988,411.790009,400.389526,57508900
2022-06-07,408.100006,416.220001,407.609985,415.739990,404.230194,59272400
2022-06-08,413.929993,415.820007,410.380005,411.220001,399.835327,64350000
2022-06-09,409.339996,411.739990,401.440002,401.440002,390.326050,86289800
2022-06-10,394.880005,395.779999,389.750000,389.799988,379.008331,132893900
2022-06-13,379.850006,381.809998,373.299988,375.000000,364.618073,170004900
2022-06-14,376.850006,377.940002,370.589996,373.869995,363.519379,104011800
2022-06-15,377.359985,383.899994,372.119995,379.200012,368.701782,125666800
2022-06-16,370.510010,370.940002,364.079987,366.649994,356.499237,134473300
2022-06-17,365.510010,369.380005,362.170013,365.859985,357.267731,111113900
2022-06-21,371.890015,376.529999,371.809998,375.070007,366.261414,76811900
2022-06-22,370.619995,378.720001,370.179993,374.390015,365.597473,90059400
2022-06-23,376.640015,378.829987,372.890015,378.059998,369.181244,79292100
2022-06-24,381.399994,390.089996,381.369995,390.079987,380.918884,98050300
2022-06-27,391.049988,391.359985,387.440002,388.589996,379.463928,66009600
2022-06-28,390.230011,393.160004,380.529999,380.649994,371.710419,86548900
2022-06-29,381.230011,382.269989,378.420013,380.339996,371.407684,65676000
2022-06-30,376.239990,380.660004,372.559998,377.250000,368.390289,112508300
2022-07-01,376.559998,381.700012,373.799988,381.239990,372.286560,74839700
2022-07-05,375.880005,381.980011,372.899994,381.959991,372.989685,81438000
2022-07-06,382.109985,385.869995,379.600006,383.250000,374.249359,70426200
2022-07-07,385.119995,389.829987,383.269989,388.989990,379.854492,64525900
2022-07-08,387.269989,390.640015,385.660004,388.670013,379.542053,72397800
2022-07-11,385.850006,386.869995,383.500000,384.230011,375.206299,58366900
2022-07-12,383.649994,386.160004,378.989990,380.829987,371.886169,62219200
2022-07-13,375.100006,381.920013,374.660004,378.829987,369.933136,84224600
2022-07-14,373.609985,379.049988,371.040009,377.910004,369.034760,89704800
2022-07-15,382.549988,385.250000,380.540009,385.130005,376.085205,79060400
2022-07-18,388.380005,389.089996,380.660004,381.950012,372.979889,63203600
2022-07-19,386.079987,392.869995,385.390015,392.269989,383.057495,78506000
2022-07-20,392.470001,396.260010,391.029999,394.769989,385.498779,71843800
2022-07-21,394.160004,398.839996,391.630005,398.790009,389.424377,64903900
2022-07-22,398.920013,400.179993,392.750000,395.089996,385.811249,72197300
2022-07-25,395.750000,396.470001,393.209991,395.570007,386.280029,53631500
2022-07-26,393.839996,394.059998,389.950012,390.890015,381.709930,52946400
2022-07-27,394.359985,402.880005,394.049988,401.040009,391.621552,82342100
2022-07-28,401.890015,406.799988,398.149994,406.070007,396.533447,73966600
2022-07-29,407.579987,413.029999,406.769989,411.989990,402.314392,87003700
2022-08-01,409.149994,413.410004,408.399994,410.769989,401.123016,69997500
2022-08-02,409.119995,413.000000,406.820007,408.059998,398.476685,63435400
2022-08-03,410.299988,415.679993,410.000000,414.450012,404.716614,67820600
2022-08-04,414.369995,415.089996,412.440002,414.170013,404.443207,45656600
2022-08-05,409.660004,414.149994,409.600006,413.470001,403.759613,56814900
2022-08-08,415.250000,417.619995,411.829987,412.989990,403.290924,53886100
2022-08-09,412.220001,412.750000,410.220001,411.350006,401.689423,44931800
2022-08-10,418.779999,420.140015,416.720001,419.989990,410.126526,68665700
2022-08-11,422.989990,424.950012,419.209991,419.989990,410.126526,59489700
2022-08-12,422.029999,427.209991,421.029999,427.100006,417.069550,61694500
2022-08-15,424.769989,429.410004,424.709991,428.859985,418.788177,54048300
2022-08-16,427.730011,431.730011,426.880005,429.700012,419.608490,59289000
2022-08-17,425.910004,429.500000,424.540009,426.649994,416.630066,63563400
2022-08-18,426.859985,428.609985,425.500000,427.890015,417.841003,49023200
2022-08-19,424.980011,425.260010,421.220001,422.140015,412.226044,68016900
2022-08-22,417.049988,417.230011,412.399994,413.350006,403.642426,77695600
2022-08-23,412.899994,415.420013,411.769989,412.350006,402.665924,49105200
2022-08-24,412.109985,415.109985,411.390015,413.670013,403.954926,49177800
2022-08-25,415.239990,419.559998,414.089996,419.510010,409.657776,50942300
2022-08-26,419.390015,419.959991,405.250000,405.309998,395.791260,103087000
2022-08-29,402.200012,405.839996,401.200012,402.630005,393.174225,65370800
2022-08-30,403.850006,404.100006,396.000000,398.209991,388.857971,85652400
2022-08-31,399.929993,401.239990,395.040009,395.179993,385.899139,76029700
2022-09-01,392.890015,396.779999,390.040009,396.420013,387.110077,78740100
2022-09-02,400.279999,401.559998,390.329987,392.239990,383.028198,99632100
2022-09-06,393.130005,394.119995,388.420013,390.760010,381.582977,76637400
2022-09-07,390.429993,398.589996,390.200012,397.779999,388.438110,70964200
2022-09-08,395.390015,400.859985,394.119995,400.380005,390.977081,80821700
2022-09-09,402.739990,407.510010,402.459991,406.600006,397.050995,76706900
2022-09-12,408.779999,411.730011,408.459991,410.970001,401.318329,69256300
2022-09-13,401.829987,403.100006,391.920013,393.100006,383.868042,122947100
2022-09-14,394.470001,396.200012,391.119995,394.600006,385.332794,85023700
2022-09-15,392.959991,395.959991,388.779999,390.119995,380.958008,87633800
2022-09-16,384.140015,386.250000,382.109985,385.559998,378.051727,103084800
2022-09-19,382.260010,388.549988,382.179993,388.549988,380.983490,73278500
2022-09-20,385.059998,386.119995,381.200012,384.089996,376.610321,77274900
2022-09-21,386.109985,389.309998,377.380005,377.390015,370.040802,106746600
2022-09-22,376.579987,378.299988,373.440002,374.220001,366.932556,89472600
2022-09-23,370.579987,370.619995,363.290009,367.950012,360.784668,122346900
2022-09-26,366.410004,370.209991,363.029999,364.309998,357.215576,92581200
2022-09-27,368.019989,370.399994,360.869995,363.380005,356.303650,108294100
2022-09-28,364.380005,372.299988,362.600006,370.529999,363.314423,110802200
2022-09-29,366.809998,367.109985,359.700012,362.790009,355.725159,112952300
2022-09-30,361.799988,365.910004,357.040009,357.179993,350.224396,153711200
2022-10-03,361.079987,368.549988,359.209991,366.609985,359.470764,89756500
2022-10-04,372.399994,378.000000,366.570007,377.970001,370.609528,103602800
2022-10-05,373.390015,379.459991,370.950012,377.089996,369.746643,88065700
2022-10-06,375.619995,378.720001,372.679993,373.200012,365.932434,82333500
2022-10-07,368.970001,373.290009,360.940002,362.790009,355.725159,107789500
2022-10-10,363.959991,364.209991,357.670013,360.019989,353.009064,76042800
2022-10-11,358.239990,363.029999,355.709991,357.739990,350.773499,92482800
2022-10-12,358.170013,359.820007,356.299988,356.559998,349.616455,76991800
2022-10-13,349.209991,367.510010,348.109985,365.970001,358.843201,147254500
2022-10-14,368.549988,370.260010,356.959991,357.630005,350.665619,123737000
2022-10-17,364.010010,367.980011,357.279999,366.820007,359.676666,93168200
2022-10-18,375.130005,375.450012,367.519989,371.130005,363.902710,97162900
2022-10-19,368.989990,371.850006,365.549988,368.500000,361.323914,79746900
2022-10-20,368.029999,372.670013,364.609985,365.410004,358.294128,88283100
2022-10-21,365.119995,374.799988,363.540009,374.290009,367.001190,131038400
2022-10-24,375.890015,380.059998,373.109985,378.869995,371.491974,85436900
2022-10-25,378.790009,385.250000,378.670013,384.920013,377.424194,78846300
2022-10-26,381.619995,387.579987,381.350006,382.019989,374.580627,104087300
2022-10-27,383.070007,385.000000,379.329987,379.980011,372.580383,81971800
2022-10-28,379.869995,389.519989,379.679993,389.019989,381.444336,100302000
2022-10-31,386.440002,388.399994,385.260010,386.209991,378.689026,96631300
2022-11-01,390.140015,390.390015,383.290009,384.519989,377.031921,85407600
2022-11-02,383.899994,388.630005,374.760010,374.869995,367.569885,126990400
2022-11-03,371.470001,374.200012,368.790009,371.010010,363.785065,87100100
2022-11-04,377.000000,378.869995,370.000000,376.350006,369.021088,103505200
2022-11-07,377.709991,380.570007,375.529999,379.950012,372.550995,68286900
2022-11-08,381.109985,385.119995,377.720001,382.000000,374.561066,84641100
2022-11-09,379.929993,381.140015,373.609985,374.130005,366.844330,78495500
2022-11-10,388.049988,395.040009,385.640015,394.690002,387.003906,141455800
2022-11-11,395.589996,399.350006,393.609985,398.510010,390.749573,93839900
2022-11-14,396.660004,400.179993,394.829987,395.119995,387.425537,71903500
2022-11-15,401.149994,402.309998,394.489990,398.489990,390.729919,93194500
2022-11-16,396.779999,397.779999,394.790009,395.450012,387.749176,68508500
2022-11-17,390.459991,394.950012,390.140015,394.239990,386.562683,74496300
2022-11-18,397.739990,397.809998,393.040009,396.029999,388.317810,92922500
2022-11-21,394.640015,395.820007,392.660004,394.589996,386.905884,51243200
2022-11-22,396.630005,400.070007,395.149994,399.899994,392.112457,60429000
2022-11-23,399.549988,402.929993,399.309998,402.420013,394.583405,68261600
2022-11-25,401.829987,402.910004,401.540009,402.329987,394.495148,30545400
2022-11-28,399.089996,400.809998,395.109985,395.910004,388.200165,67881600
2022-11-29,396.049988,397.299988,393.299988,395.230011,387.533417,52310000
2022-11-30,395.489990,407.679993,393.480011,407.679993,399.740936,144566700
2022-12-01,408.769989,410.000000,404.750000,407.380005,399.446838,76398200
2022-12-02,402.250000,407.859985,402.140015,406.910004,398.985992,85342700
2022-12-05,403.950012,404.929993,398.170013,399.589996,391.808472,77289800
2022-12-06,399.420013,399.989990,391.640015,393.829987,386.160675,77972200
2022-12-07,392.940002,395.640015,391.970001,393.160004,385.503723,65927900
2022-12-08,395.140015,397.359985,393.269989,396.239990,388.523712,60737900
2022-12-09,394.940002,397.619995,393.149994,393.279999,385.621399,81447700
2022-12-12,394.109985,398.950012,393.410004,398.950012,391.181000,75405800
2022-12-13,410.220001,410.489990,399.070007,401.970001,394.142151,123782500
2022-12-14,401.609985,405.500000,396.309998,399.399994,391.622162,108111300
2022-12-15,394.299988,395.250000,387.890015,389.630005,382.042450,117705900
2022-12-16,385.179993,386.579987,381.040009,383.269989,377.532013,119858000
2022-12-19,383.470001,383.820007,378.279999,380.019989,374.330658,79878100
2022-12-20,379.230011,382.230011,377.850006,380.540009,374.842865,74427200
2022-12-21,383.250000,387.410004,382.690002,386.230011,380.447754,78167400
2022-12-22,383.049988,386.209991,374.769989,380.720001,375.020233,100120900
2022-12-23,379.649994,383.059998,378.029999,382.910004,377.177399,59857300
2022-12-27,382.790009,383.149994,379.649994,381.399994,375.690002,51638200
2022-12-28,381.329987,383.390015,376.420013,376.660004,371.020966,70911500
2022-12-29,379.630005,384.350006,379.079987,383.440002,377.699493,66970900
2022-12-30,380.640015,382.579987,378.429993,382.429993,376.704620,84022200
2023-01-03,384.369995,386.429993,377.829987,380.820007,375.118713,74850700
2023-01-04,383.179993,385.880005,380.000000,383.760010,378.014679,85934100
2023-01-05,381.720001,381.839996,378.760010,379.380005,373.700256,76970500
2023-01-06,382.609985,389.250000,379.410004,388.079987,382.270020,104189600
2023-01-09,390.369995,393.700012,387.670013,387.859985,382.053284,73978100
2023-01-10,387.250000,390.649994,386.269989,390.579987,384.732544,65358100
2023-01-11,392.230011,395.600006,391.380005,395.519989,389.598602,68881100
2023-01-12,396.670013,398.489990,392.420013,396.959991,391.017029,90157700
2023-01-13,393.619995,399.100006,393.339996,398.500000,392.534027,63903900
2023-01-17,398.480011,400.230011,397.059998,397.769989,391.814911,62677300
2023-01-18,399.010010,400.119995,391.279999,391.489990,385.628937,99632300
2023-01-19,389.359985,391.079987,387.260010,388.640015,382.821594,86958900
2023-01-20,390.100006,396.040009,388.380005,395.880005,389.953247,91806400
2023-01-23,396.720001,402.649994,395.720001,400.630005,394.632111,84178800
2023-01-24,398.880005,401.149994,397.640015,400.200012,394.208588,59524900
2023-01-25,395.950012,400.700012,393.559998,400.350006,394.356323,84800300
2023-01-26,403.130005,404.920013,400.029999,404.750000,398.690460,72287400
2023-01-27,403.660004,408.160004,403.440002,405.679993,399.606506,68346200
2023-01-30,402.799988,405.130005,400.279999,400.589996,394.592682,74202000
2023-01-31,401.130005,406.529999,400.769989,406.480011,400.394592,86811800
2023-02-01,405.209991,413.670013,402.350006,410.799988,404.649872,101459200
2023-02-02,414.859985,418.309998,412.880005,416.779999,410.540344,101654500
2023-02-03,411.589996,416.970001,411.089996,412.350006,406.176636,94736800
2023-02-06,409.790009,411.290009,408.100006,409.829987,403.694397,60295300
2023-02-07,408.869995,416.489990,407.570007,415.190002,408.974152,90990700
2023-02-08,413.130005,414.529999,409.929993,410.649994,404.502106,76227500
2023-02-09,414.410004,414.570007,405.809998,407.089996,400.995392,78694900
2023-02-10,405.859985,408.440002,405.010010,408.040009,401.931183,70769700
2023-02-13,408.720001,412.970001,408.239990,412.829987,406.649445,64913500
2023-02-14,411.239990,415.049988,408.510010,412.640015,406.462341,88389300
2023-02-15,410.350006,414.059998,409.470001,413.980011,407.782257,61555700
2023-02-16,408.790009,412.910004,408.140015,408.279999,402.167572,76431500
2023-02-17,406.059998,407.510010,404.049988,407.260010,401.162872,89257800
2023-02-21,403.059998,404.160004,398.820007,399.089996,393.115204,82655900
2023-02-22,399.519989,401.130005,397.019989,398.540009,392.573425,83742300
2023-02-23,401.559998,402.200012,396.250000,400.660004,394.661682,96242400
